43,深圳市天地照明设计工程有限公司,国家高新技术企业认定奖励,30.00 ,0755-23716663
44,深圳市聚力得电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-61120909
45,昕亮科技（深圳）有限公司,国家高新技术企业认定奖励,30.00 ,13631681616
46,深圳市中科智联科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-28702015
47,深圳曼瑞德科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23732566
48,深圳市艾特铭客科技有限公司,国家高新技术企业认定奖励,30.00 ,13066963888
49,深圳市力沣实业有限公司,国家高新技术企业认定奖励,30.00 ,0755-29060576
50,深圳市安众电气有限公司,国家高新技术企业认定奖励,30.00 ,0755-26625110
51,深圳奥维德机电有限公司,国家高新技术企业认定奖励,30.00 ,0755-28143636
52,深圳市创立宏科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-29524378
53,深圳市凌途科技有限公司,国家高新技术企业认定奖励,30.00 ,13924664469
54,深圳市捷源光通信有限公司,国家高新技术企业认定奖励,30.00 ,13510117048
55,深圳市瓦伊机器人科技有限公司,国家高新技术企业认定奖励,30.00 ,13670724316
56,深圳市东佳实业有限公司,国家高新技术企业认定奖励,30.00 ,0755-85289512
57,深圳市凌鑫电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-28070943
58,深圳市奥亚电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-82490624
59,深圳一苇科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-36816401
60,深圳市永达康精密科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23318199
61,深圳市海视达智显科技有限公司,国家高新技术企业认定奖励,30.00 ,13632972190
62,深圳市心迪宝通信设备有限公司,国家高新技术企业认定奖励,30.00 ,0755-27797158
63,深圳市成烨精密模切制品有限公司,国家高新技术企业认定奖励,30.00 ,18565883071
64,深圳市铭信精密模切制品有限公司,国家高新技术企业认定奖励,30.00 ,18038050177
65,深圳市朗鑫智能科技有限公司,国家高新技术企业认定奖励,30.00 ,13923868655
66,深圳市信心智能标签技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-86321650
67,深圳市新乡弘科技有限公司,国家高新技术企业认定奖励,30.00 ,13425160672
68,深圳市中擎创科技有限公司,国家高新技术企业认定奖励,30.00 ,13537862708
69,深圳市众行网科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23769380
70,深圳市海星王科技有限公司,国家高新技术企业认定奖励,30.00 ,13923768063
71,广东奥柏瑞科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-82410415
72,深圳市益网赢华科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23772091
73,深圳市易捷通光电技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-36602401
74,深圳瑞辉精密五金有限公司,国家高新技术企业认定奖励,30.00 ,0755-32902124
75,深圳市欧阳麦乐科技有限公司,国家高新技术企业认定奖励,30.00 ,18675546493
76,深圳吉祥星科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-83495999
77,深圳市富云帝科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-29042014
78,深圳沸石智能技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-61824686
79,深圳粤通新能源环保技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-26505630
80,深圳市依莱特光电技术有限公司,国家高新技术企业认定奖励,30.00 ,13590275486
81,深圳市迈顺源科技有限公司,国家高新技术企业认定奖励,30.00 ,13714110556
82,深圳市金晨翔机械设备有限公司,国家高新技术企业认定奖励,30.00 ,13602658525
83,深圳壹赛联防爆车辆有限公司,国家高新技术企业认定奖励,30.00 ,13600169281
84,深圳市明粤科技有限公司,国家高新技术企业认定奖励,30.00 ,18923763799
85,维尼健康（深圳）股份有限公司,国家高新技术企业认定奖励,30.00 ,15112567024
86,深圳市中选科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-82776248
87,深圳市明讯数码科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-29195866
88,深圳市坚美欧电子有限公司,国家高新技术企业认定奖励,30.00 ,15338828959
89,深圳市大开实业发展有限公司,国家高新技术企业认定奖励,30.00 ,0755-88839818
90,深圳市华夏准测检测技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-26648642
91,深圳市锐健电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-83061326
92,深圳市阿瑞仕科技有限公司,国家高新技术企业认定奖励,30.00 ,18902845890
93,深圳市智博通电子有限公司,国家高新技术企业认定奖励,30.00 ,18818687909
94,深圳市百思科电子科技有限公司,国家高新技术企业认定奖励,30.00 ,13713842094
95,深圳市纵联网络科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83660117
96,深圳市华怡丰科技有限公司,国家高新技术企业认定奖励,30.00 ,13480846885
97,深圳市德诚旺科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-81755650
98,深圳燕浩实业发展有限公司,国家高新技术企业认定奖励,30.00 ,0755-27984316
99,深圳八九科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-28035801
100,深圳昱朋科技有限公司,国家高新技术企业认定奖励,30.00 ,18123841491
101,深圳博纳精密给药系统股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-26994208
102,深圳捷工智能电气股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-29459077
103,深圳市南泽智能科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-26998085
104,深圳市康进电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-27483097
105,深圳市宇华智界科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-81485001
106,深圳市中光光电有限公司,国家高新技术企业认定奖励,30.00 ,0755-25599666
107,深圳市井智高科机器人有限公司,国家高新技术企业认定奖励,30.00 ,0755-85290005
108,深圳车泰斗科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-66604787
109,深圳市一诺威科技有限公司,国家高新技术企业认定奖励,30.00 ,15994778892
110,深圳市丰景晟电子科技有限公司,国家高新技术企业认定奖励,30.00 ,13691904469
111,深圳市景晔交通器材有限公司,国家高新技术企业认定奖励,30.00 ,13392429630
112,中科力函（深圳）低温技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-26985788
113,深圳市智通电子有限公司,国家高新技术企业认定奖励,30.00 ,13509280055
114,深圳祖师汇科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-29106336
115,深圳市俄菲照明有限公司,国家高新技术企业认定奖励,30.00 ,0755-27329981
116,深圳市安帕尔科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-29019375
117,深圳市海德门电子有限公司,国家高新技术企业认定奖励,30.00 ,13472812303
118,深圳市爱普泰科电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-83680078
119,深圳市越宏普照照明科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23063689
120,深圳海拓尔自动化技术有限公司,国家高新技术企业认定奖励,30.00 ,18814314280
121,深圳市卓粤电气有限公司,国家高新技术企业认定奖励,30.00 ,13798214895
122,深圳天和顺新能源股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-28191400
123,深圳市京泉华科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-27040111
124,深圳市雅上篷房技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-28033382
125,深圳市东震实业有限公司,国家高新技术企业认定奖励,30.00 ,0755-82891792
126,深圳市阿尔法电气技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-83152218
127,三和创精密模具（深圳）有限公司,国家高新技术企业认定奖励,30.00 ,0755-89690902
128,深圳达人高科电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-29677037
129,深圳市维爱普电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-29170376
130,深圳市德润赛尔光电有限公司,国家高新技术企业认定奖励,30.00 ,13927418926
131,深圳市名仕度服饰有限公司,国家高新技术企业认定奖励,30.00 ,13612845931
132,深圳市鑫宝成科技有限公司,国家高新技术企业认定奖励,30.00 ,13923477652
133,深圳普迈仕精密制造技术开发有限公司,国家高新技术企业认定奖励,30.00 ,0755-23038585
134,深圳顺络电子股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-29832333
135,深圳市金瑞电子材料有限公司,国家高新技术企业认定奖励,30.00 ,0755-29356619
136,深圳市创佳兴电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-28011519
137,深圳科云浦照明有限公司,国家高新技术企业认定奖励,30.00 ,13502812311
138,深圳市玛斯特尔科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83865557
139,深圳安迪尔智能技术有限公司,国家高新技术企业认定奖励,30.00 ,13927443515
140,深圳晋阳精密模具有限公司,国家高新技术企业认定奖励,30.00 ,0755-28111763
141,深圳市卡莱德光电科技有限公司,国家高新技术企业认定奖励,30.00 ,18620394579
142,深圳市盛佳丽电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-28019075
143,深圳市安格斯机械有限公司,国家高新技术企业认定奖励,30.00 ,0755-89583300
144,哈瓦国际航空技术（深圳）有限公司,国家高新技术企业认定奖励,30.00 ,0755-29539766
145,深圳市国电投资有限公司,国家高新技术企业认定奖励,30.00 ,18825205920
146,深圳市联合东创科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-36615286
147,深圳澳特爱电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-27601222
148,深圳市音随我动科技有限公司,国家高新技术企业认定奖励,30.00 ,18665883202
149,深圳市旭明消防设备有限公司,国家高新技术企业认定奖励,30.00 ,18923430911
150,深圳市凯神科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-23141791
151,深圳市先行电气技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-86267185
152,深圳市久理达科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-28088560
153,深圳市银宝山新压铸科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23159779
154,深圳科装智能电子技术有限公司,国家高新技术企业认定奖励,30.00 ,13342977688
155,深圳市珞珈新材料科技有限公司,国家高新技术企业认定奖励,30.00 ,18926496941
156,深圳市立创达自动化设备有限公司,国家高新技术企业认定奖励,30.00 ,0755-29594447
157,深圳市涌泉自动化设备有限公司,国家高新技术企业认定奖励,30.00 ,13823793279
158,深圳市裕源欣电子科技有限公司,国家高新技术企业认定奖励,30.00 ,13826186245
159,深圳市银星智能科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-36615600
160,深圳市汇科源电子科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-82573656
161,深圳市博浩达电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-29679631
162,深圳市固源塑胶制品有限公司,国家高新技术企业认定奖励,30.00 ,0755-28033392
163,深圳市合骏光电技术有限公司,国家高新技术企业认定奖励,30.00 ,13164717814
164,深圳市达创威视科技有限公司,国家高新技术企业认定奖励,30.00 ,15338829079
165,深圳市易孚信息科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-36822196
166,深圳市宇讯达电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-8346050
167,深圳市科泰超声自动化设备有限公司,国家高新技术企业认定奖励,30.00 ,0755-81709666
168,深圳市乐华数码科技有限公司,国家高新技术企业认定奖励,30.00 ,13724277600
169,深圳超群高科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-33530365
170,深圳世纪百利环保科技有限公司,国家高新技术企业认定奖励,30.00 ,13316895878
171,深圳市中通创安科技有限公司,国家高新技术企业认定奖励,30.00 ,18664328896
172,深圳市道格恒通科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23762669
173,深圳市健信五金有限公司,国家高新技术企业认定奖励,30.00 ,0755-23082116
174,深圳市科信达实业有限公司,国家高新技术企业认定奖励,30.00 ,13751050853
175,深圳市迪尚智造科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23349580
176,深圳市英朗光电有限公司,国家高新技术企业认定奖励,30.00 ,15999594449
177,深圳市意普兴科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-27972227
178,深圳市国基视讯技术有限公司,国家高新技术企业认定奖励,30.00 ,13715196594
179,深圳市金华升电源技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-27980417
180,深圳市海普天智能科技有限公司,国家高新技术企业认定奖励,30.00 ,15014147010
181,深圳市时尚发光科技有限公司,国家高新技术企业认定奖励,30.00 ,13925262440
182,深圳市康奈特电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-81755820
183,深圳市聚华太科技有限公司,国家高新技术企业认定奖励,30.00 ,18902470196
184,深圳市凯越翔电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-89315223
185,精华隆智慧感知科技（深圳）股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-27981999
186,深圳市艾威视数码科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-82620755
187,深圳市星苑科技有限公司,国家高新技术企业认定奖励,30.00 ,18123950405
188,深圳市思捷创科技有限公司,国家高新技术企业认定奖励,30.00 ,18988833999
189,深圳市玉沣科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-81704985
190,深圳市速申企业管理咨询有限公司,国家高新技术企业认定奖励,30.00 ,13538094358
191,深圳市宇恒互动科技开发有限公司,国家高新技术企业认定奖励,30.00 ,0755-83010748
192,深圳市默赛尔生物医学科技发展有限公司,国家高新技术企业认定奖励,30.00 ,0755-86548612
193,深圳市理德铭科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-36861555
194,深圳市龙脉安信软件技术有限公司,国家高新技术企业认定奖励,30.00 ,13902986390
195,深圳市空间智慧交通设计咨询有限公司,国家高新技术企业认定奖励,30.00 ,0755-23731079
196,深圳市远望奕畅科技有限公司,国家高新技术企业认定奖励,30.00 ,18018715780
197,深圳市慧川科技发展有限公司,国家高新技术企业认定奖励,30.00 ,13148866240
198,深圳市颖博油墨实业有限公司,国家高新技术企业认定奖励,30.00 ,0755-28134199
199,深圳智慧人生工贸有限公司,国家高新技术企业认定奖励,30.00 ,13823539280
200,深圳市亚特安科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83058901
201,深圳市鑫鹏博电子科技有限公司,国家高新技术企业认定奖励,30.00 ,13428928508
202,深圳市鹏元晟实业有限公司,国家高新技术企业认定奖励,30.00 ,0755-28131316
203,深圳市兴研科技有限公司,国家高新技术企业认定奖励,30.00 ,15919989291
204,深圳市众软信息技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-83177720
205,深圳市鸿泰合兴精密塑胶模具有限公司,国家高新技术企业认定奖励,30.00 ,13651433905
206,深圳市鸿圆机械电器设备有限公司,国家高新技术企业认定奖励,30.00 ,0755-29451276
207,深圳市三锐智能技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-21003981
208,深圳市销邦锋度科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83002343
209,深圳市瑞斯特实业股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-82681605
210,深圳市长征生物科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23101011
211,深圳熙卓科技有限公司,国家高新技术企业认定奖励,30.00 ,18617161256
212,深圳市沃特美机械有限公司,国家高新技术企业认定奖励,30.00 ,13794489896
213,深圳多诺信息科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-26656402
214,深圳市伊科赛尔环保科技有限公司,国家高新技术企业认定奖励,30.00 ,13826580053
215,深圳市是源医学科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83934040
216,深圳市至本文化实业有限公司,国家高新技术企业认定奖励,30.00 ,0755-29823263
217,深圳市帅航户外照明科技股份有限公司,国家高新技术企业认定奖励,30.00 ,18665896827
218,深圳市永霖科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-28159910
219,深圳市永豪电子有限公司,国家高新技术企业认定奖励,30.00 ,0775-28195026
220,深圳市威标检测技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-28036388
221,深圳市海润信息科技有限公司,国家高新技术企业认定奖励,30.00 ,13826581734
222,深圳市思拓通信系统有限公司,国家高新技术企业认定奖励,30.00 ,0755-23739126
223,深圳市多翼创新科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23736658
224,深圳市智鼎众为技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-82967572
225,深圳万思佳电器有限公司,国家高新技术企业认定奖励,30.00 ,0755-28134676
226,深圳市汇能环保科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-89303137
227,深圳亚迪欣电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-28188396
228,深圳市傲天医疗智能系统有限公司,国家高新技术企业认定奖励,30.00 ,0755-28130111
229,深圳市明鑫成建设工程有限公司,国家高新技术企业认定奖励,30.00 ,0755-61125083
230,深圳一信泰质量技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-28230888
231,深圳市捷福欣实业有限公司,国家高新技术企业认定奖励,30.00 ,13590401767
232,深圳市优控电气有限公司,国家高新技术企业认定奖励,30.00 ,0755-83937237
233,深圳博科智能科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-84718188
234,优力大光电（深圳）有限公司,国家高新技术企业认定奖励,30.00 ,0755-28056372
235,深圳市天泽汉宇科技有限公司,国家高新技术企业认定奖励,30.00 ,13480807385
236,深圳市迈科光电有限公司,国家高新技术企业认定奖励,30.00 ,13266875211
237,深圳市中科智库互联网信息安全技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-22920880
238,深圳中创华安科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83022253
239,深圳索日太阳能科技有限公司,国家高新技术企业认定奖励,30.00 ,13662665783
240,深圳市富能新能源科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-28129588
241,深圳市友联天美科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83874677
242,深超光电（深圳）有限公司,国家高新技术企业认定奖励,30.00 ,0755-28092999
243,深圳市恒赛实业有限公司,国家高新技术企业认定奖励,30.00 ,0755-21030329
244,深圳市展红机电设备有限公司,国家高新技术企业认定奖励,30.00 ,0755-29025756
245,深圳市海拓达电子技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-22211310
246,利宾来塑胶工业(深圳)有限公司,国家高新技术企业认定奖励,30.00 ,0755-28122898
247,深圳市诺赛特系统有限公司,国家高新技术企业认定奖励,30.00 ,0755-26815277
248,深圳市国华建业电子科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23005539
249,深圳市楚兰科技有限公司,国家高新技术企业认定奖励,30.00 ,13534017979
250,深圳市海燕科技有限公司,国家高新技术企业认定奖励,30.00 ,13717114954
251,深圳市亚奥克三维科技有限公司,国家高新技术企业认定奖励,30.00 ,13632775836
252,深圳市深南通讯设备有限公司,国家高新技术企业认定奖励,30.00 ,0755-86281797
253,深圳市豪富特自动化设备有限公司,国家高新技术企业认定奖励,30.00 ,18924596373
254,深圳市龙海环宇自动化有限公司,国家高新技术企业认定奖励,30.00 ,0755-23730499
255,深圳市盈视讯电子科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-28348580
256,深圳市缚火龙机电实业有限公司,国家高新技术企业认定奖励,30.00 ,0755-29783489
257,深圳市瑞康电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-27048133
258,深圳诚立胜新材料科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83726885
259,深圳市百浪科技有限公司,国家高新技术企业认定奖励,30.00 ,13902465608
260,深圳同兴达科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-28065632
261,深圳市隆客色电子技术有限公司,国家高新技术企业认定奖励,30.00 ,15920070159
262,深圳市艾特网能技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-36606299
263,深圳市雅鲁实业有限公司,国家高新技术企业认定奖励,30.00 ,13828789119
264,深圳市瑞升华科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-28166868
265,深圳市百里和科技有限公司,国家高新技术企业认定奖励,30.00 ,13352983988
266,深圳市上亚精密技术有限公司,国家高新技术企业认定奖励,30.00 ,13823554244
267,深圳鼎新融合科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-66803067
268,深圳市华阳通达精密机械有限公司,国家高新技术企业认定奖励,30.00 ,0755-28101604
269,深圳市蓝特电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-21002270
270,深圳市大道至简信息技术有限公司,国家高新技术企业认定奖励,30.00 ,15220135134
271,深圳达普信科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23766539
272,深圳市华之粹生态科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83300222
273,深圳市飞龙兆富科技有限公司,国家高新技术企业认定奖励,30.00 ,13809885701
274,深圳市诚利德电力工程有限公司,国家高新技术企业认定奖励,30.00 ,0755-89912030
275,深圳市航顺芯片技术研发有限公司,国家高新技术企业认定奖励,30.00 ,13430984085
276,深圳市宝泽科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23092801
277,深圳市潜龙人软件有限公司,国家高新技术企业认定奖励,30.00 ,18023600262
278,深圳九河互联信息技术有限公司,国家高新技术企业认定奖励,30.00 ,0755-89257622
279,深圳市超雷科技有限公司,国家高新技术企业认定奖励,30.00 ,13590367526
280,广东城基生态科技股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-83525188
281,深圳市网通兴技术发展有限公司,国家高新技术企业认定奖励,30.00 ,15673122848
282,深圳市立宇体育用品有限公司,国家高新技术企业认定奖励,30.00 ,0755-28095558
283,深圳旅通软件科技有限公司,国家高新技术企业认定奖励,30.00 ,18118769589
284,深圳市鑫塔科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-86608800
285,深圳市点石时代科技有限公司,国家高新技术企业认定奖励,30.00 ,13418614455
286,深圳市江胜科技有限公司,国家高新技术企业认定奖励,30.00 ,18923409413
287,深圳市鲁光电子科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-23981126
288,深圳市软银赛富科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-21048807
289,深圳市正极科技发展有限公司,国家高新技术企业认定奖励,30.00 ,13823235042
290,深圳市联博建筑工程技术有限公司,国家高新技术企业认定奖励,30.00 ,15899752357
291,深圳市卓朗微电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-82807839
292,深圳市卓瑞芯电子有限公司,国家高新技术企业认定奖励,30.00 ,0755-83995051
293,深圳市红果软件有限公司,国家高新技术企业认定奖励,30.00 ,0755-23219920
294,深圳市烽茂鸿科技有限公司,国家高新技术企业认定奖励,30.00 ,15914189022
295,深圳市志航辉电子有限公司,国家高新技术企业认定奖励,30.00 ,13923729581
296,深圳市喜悦在线网络科技有限公司,国家高新技术企业认定奖励,30.00 ,13826082248
297,深圳市兰星科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-89392856
298,深圳市银众信息技术有限公司,国家高新技术企业认定奖励,30.00 ,15220162630
299,深圳市图美电子技术有限公司,国家高新技术企业认定奖励,30.00 ,13411850722
300,深圳市科汇兴科技有限公司,国家高新技术企业认定奖励,30.00 ,18923762502
301,深圳盛显科技有限公司,国家高新技术企业认定奖励,30.00 ,15019220250
302,深圳市威视特光电科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-83107806
303,深圳市行天下建筑工程有限公司,国家高新技术企业认定奖励,30.00 ,0755-23350989
304,深圳市富思源智慧消防股份有限公司,国家高新技术企业认定奖励,30.00 ,0755-83747888
305,深圳易兴科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-28072428
306,深圳市百川海奇科技有限公司,国家高新技术企业认定奖励,30.00 ,0755-29368089
307,深圳市宏润众达科技有限公司,国家高新技术企业认定奖励,30.00 ,13760392958
308,深圳市腾盛工业设备有限公司,国家高新技术企业认定奖励,20.00 ,0755-29407000
309,深圳市晶沛电子有限公司,国家高新技术企业认定奖励,20.00 ,0755-61186566
310,深圳市科美芯光电技术有限公司,国家高新技术企业认定奖励,20.00 ,0755-33253855
311,深圳市道尔智控科技股份有限公司,国家高新技术企业认定奖励,20.00 ,0755-27620066
312,深圳市维尔晶科技有限公司,国家高新技术企业认定奖励,20.00 ,13570885540
313,深圳市爱康生物科技有限公司,国家高新技术企业认定奖励,20.00 ,0755-25871250
314,深圳市欧度利方科技有限公司,国家高新技术企业认定奖励,20.00 ,0755-33022880
315,深圳市擎天达科技有限公司,国家高新技术企业认定奖励,20.00 ,0755-28030881
316,深圳蓉华电子有限公司,国家高新技术企业认定奖励,20.00 ,13392891959
