41,深圳市国威信电子科技有限公司,国家高新技术企业认定奖励,30.00 
42,深圳市纳安特汽车电子有限公司,国家高新技术企业认定奖励,30.00 
43,深圳市天地照明设计工程有限公司,国家高新技术企业认定奖励,30.00 
44,深圳市聚力得电子有限公司,国家高新技术企业认定奖励,30.00 
45,昕亮科技（深圳）有限公司,国家高新技术企业认定奖励,30.00 
46,深圳市中科智联科技有限公司,国家高新技术企业认定奖励,30.00 
47,深圳曼瑞德科技有限公司,国家高新技术企业认定奖励,30.00 
48,深圳市艾特铭客科技有限公司,国家高新技术企业认定奖励,30.00 
49,深圳市力沣实业有限公司,国家高新技术企业认定奖励,30.00 
50,深圳市安众电气有限公司,国家高新技术企业认定奖励,30.00 
51,深圳奥维德机电有限公司,国家高新技术企业认定奖励,30.00 
52,深圳市创立宏科技有限公司,国家高新技术企业认定奖励,30.00 
53,深圳市凌途科技有限公司,国家高新技术企业认定奖励,30.00 
54,深圳市捷源光通信有限公司,国家高新技术企业认定奖励,30.00 
55,深圳市瓦伊机器人科技有限公司,国家高新技术企业认定奖励,30.00 
56,深圳市东佳实业有限公司,国家高新技术企业认定奖励,30.00 
57,深圳市凌鑫电子有限公司,国家高新技术企业认定奖励,30.00 
58,深圳市奥亚电子有限公司,国家高新技术企业认定奖励,30.00 
59,深圳一苇科技有限公司,国家高新技术企业认定奖励,30.00 
60,深圳市永达康精密科技有限公司,国家高新技术企业认定奖励,30.00 
61,深圳市海视达智显科技有限公司,国家高新技术企业认定奖励,30.00 
62,深圳市心迪宝通信设备有限公司,国家高新技术企业认定奖励,30.00 
63,深圳市成烨精密模切制品有限公司,国家高新技术企业认定奖励,30.00 
64,深圳市铭信精密模切制品有限公司,国家高新技术企业认定奖励,30.00 
65,深圳市朗鑫智能科技有限公司,国家高新技术企业认定奖励,30.00 
66,深圳市信心智能标签技术有限公司,国家高新技术企业认定奖励,30.00 
67,深圳市新乡弘科技有限公司,国家高新技术企业认定奖励,30.00 
68,深圳市中擎创科技有限公司,国家高新技术企业认定奖励,30.00 
69,深圳市众行网科技有限公司,国家高新技术企业认定奖励,30.00 
70,深圳市海星王科技有限公司,国家高新技术企业认定奖励,30.00 
71,广东奥柏瑞科技股份有限公司,国家高新技术企业认定奖励,30.00 
72,深圳市益网赢华科技有限公司,国家高新技术企业认定奖励,30.00 
73,深圳市易捷通光电技术有限公司,国家高新技术企业认定奖励,30.00 
74,深圳瑞辉精密五金有限公司,国家高新技术企业认定奖励,30.00 
75,深圳市欧阳麦乐科技有限公司,国家高新技术企业认定奖励,30.00 
76,深圳吉祥星科技股份有限公司,国家高新技术企业认定奖励,30.00 
77,深圳市富云帝科技有限公司,国家高新技术企业认定奖励,30.00 
78,深圳沸石智能技术有限公司,国家高新技术企业认定奖励,30.00 
79,深圳粤通新能源环保技术有限公司,国家高新技术企业认定奖励,30.00 
80,深圳市依莱特光电技术有限公司,国家高新技术企业认定奖励,30.00 
81,深圳市迈顺源科技有限公司,国家高新技术企业认定奖励,30.00 
82,深圳市金晨翔机械设备有限公司,国家高新技术企业认定奖励,30.00 
83,深圳壹赛联防爆车辆有限公司,国家高新技术企业认定奖励,30.00 
84,深圳市明粤科技有限公司,国家高新技术企业认定奖励,30.00 
85,维尼健康（深圳）股份有限公司,国家高新技术企业认定奖励,30.00 
86,深圳市中选科技有限公司,国家高新技术企业认定奖励,30.00 
87,深圳市明讯数码科技有限公司,国家高新技术企业认定奖励,30.00 
88,深圳市坚美欧电子有限公司,国家高新技术企业认定奖励,30.00 
89,深圳市大开实业发展有限公司,国家高新技术企业认定奖励,30.00 
90,深圳市华夏准测检测技术有限公司,国家高新技术企业认定奖励,30.00 
91,深圳市锐健电子有限公司,国家高新技术企业认定奖励,30.00 
92,深圳市阿瑞仕科技有限公司,国家高新技术企业认定奖励,30.00 
93,深圳市智博通电子有限公司,国家高新技术企业认定奖励,30.00 
94,深圳市百思科电子科技有限公司,国家高新技术企业认定奖励,30.00 
95,深圳市纵联网络科技有限公司,国家高新技术企业认定奖励,30.00 
96,深圳市华怡丰科技有限公司,国家高新技术企业认定奖励,30.00 
97,深圳市德诚旺科技有限公司,国家高新技术企业认定奖励,30.00 
98,深圳燕浩实业发展有限公司,国家高新技术企业认定奖励,30.00 
99,深圳八九科技有限公司,国家高新技术企业认定奖励,30.00 
100,深圳昱朋科技有限公司,国家高新技术企业认定奖励,30.00 
101,深圳博纳精密给药系统股份有限公司,国家高新技术企业认定奖励,30.00 
102,深圳捷工智能电气股份有限公司,国家高新技术企业认定奖励,30.00 
103,深圳市南泽智能科技有限公司,国家高新技术企业认定奖励,30.00 
104,深圳市康进电子有限公司,国家高新技术企业认定奖励,30.00 
105,深圳市宇华智界科技有限公司,国家高新技术企业认定奖励,30.00 
106,深圳市中光光电有限公司,国家高新技术企业认定奖励,30.00 
107,深圳市井智高科机器人有限公司,国家高新技术企业认定奖励,30.00 
108,深圳车泰斗科技有限公司,国家高新技术企业认定奖励,30.00 
109,深圳市一诺威科技有限公司,国家高新技术企业认定奖励,30.00 
110,深圳市丰景晟电子科技有限公司,国家高新技术企业认定奖励,30.00 
111,深圳市景晔交通器材有限公司,国家高新技术企业认定奖励,30.00 
112,中科力函（深圳）低温技术有限公司,国家高新技术企业认定奖励,30.00 
113,深圳市智通电子有限公司,国家高新技术企业认定奖励,30.00 
114,深圳祖师汇科技股份有限公司,国家高新技术企业认定奖励,30.00 
115,深圳市俄菲照明有限公司,国家高新技术企业认定奖励,30.00 
116,深圳市安帕尔科技有限公司,国家高新技术企业认定奖励,30.00 
117,深圳市海德门电子有限公司,国家高新技术企业认定奖励,30.00 
118,深圳市爱普泰科电子有限公司,国家高新技术企业认定奖励,30.00 
119,深圳市越宏普照照明科技有限公司,国家高新技术企业认定奖励,30.00 
120,深圳海拓尔自动化技术有限公司,国家高新技术企业认定奖励,30.00 
121,深圳市卓粤电气有限公司,国家高新技术企业认定奖励,30.00 
122,深圳天和顺新能源股份有限公司,国家高新技术企业认定奖励,30.00 
123,深圳市京泉华科技股份有限公司,国家高新技术企业认定奖励,30.00 
124,深圳市雅上篷房技术有限公司,国家高新技术企业认定奖励,30.00 
125,深圳市东震实业有限公司,国家高新技术企业认定奖励,30.00 
126,深圳市阿尔法电气技术有限公司,国家高新技术企业认定奖励,30.00 
127,三和创精密模具（深圳）有限公司,国家高新技术企业认定奖励,30.00 
128,深圳达人高科电子有限公司,国家高新技术企业认定奖励,30.00 
129,深圳市维爱普电子有限公司,国家高新技术企业认定奖励,30.00 
130,深圳市德润赛尔光电有限公司,国家高新技术企业认定奖励,30.00 
131,深圳市名仕度服饰有限公司,国家高新技术企业认定奖励,30.00 
132,深圳市鑫宝成科技有限公司,国家高新技术企业认定奖励,30.00 
133,深圳普迈仕精密制造技术开发有限公司,国家高新技术企业认定奖励,30.00 
134,深圳顺络电子股份有限公司,国家高新技术企业认定奖励,30.00 
135,深圳市金瑞电子材料有限公司,国家高新技术企业认定奖励,30.00 
136,深圳市创佳兴电子有限公司,国家高新技术企业认定奖励,30.00 
137,深圳科云浦照明有限公司,国家高新技术企业认定奖励,30.00 
138,深圳市玛斯特尔科技有限公司,国家高新技术企业认定奖励,30.00 
139,深圳安迪尔智能技术有限公司,国家高新技术企业认定奖励,30.00 
140,深圳晋阳精密模具有限公司,国家高新技术企业认定奖励,30.00 
141,深圳市卡莱德光电科技有限公司,国家高新技术企业认定奖励,30.00 
142,深圳市盛佳丽电子有限公司,国家高新技术企业认定奖励,30.00 
143,深圳市安格斯机械有限公司,国家高新技术企业认定奖励,30.00 
144,哈瓦国际航空技术（深圳）有限公司,国家高新技术企业认定奖励,30.00 
145,深圳市国电投资有限公司,国家高新技术企业认定奖励,30.00 
146,深圳市联合东创科技有限公司,国家高新技术企业认定奖励,30.00 
147,深圳澳特爱电子有限公司,国家高新技术企业认定奖励,30.00 
148,深圳市音随我动科技有限公司,国家高新技术企业认定奖励,30.00 
149,深圳市旭明消防设备有限公司,国家高新技术企业认定奖励,30.00 
150,深圳市凯神科技股份有限公司,国家高新技术企业认定奖励,30.00 
151,深圳市先行电气技术有限公司,国家高新技术企业认定奖励,30.00 
152,深圳市久理达科技有限公司,国家高新技术企业认定奖励,30.00 
153,深圳市银宝山新压铸科技有限公司,国家高新技术企业认定奖励,30.00 
154,深圳科装智能电子技术有限公司,国家高新技术企业认定奖励,30.00 
155,深圳市珞珈新材料科技有限公司,国家高新技术企业认定奖励,30.00 
156,深圳市立创达自动化设备有限公司,国家高新技术企业认定奖励,30.00 
157,深圳市涌泉自动化设备有限公司,国家高新技术企业认定奖励,30.00 
158,深圳市裕源欣电子科技有限公司,国家高新技术企业认定奖励,30.00 
159,深圳市银星智能科技股份有限公司,国家高新技术企业认定奖励,30.00 
160,深圳市汇科源电子科技有限公司,国家高新技术企业认定奖励,30.00 
161,深圳市博浩达电子有限公司,国家高新技术企业认定奖励,30.00 
162,深圳市固源塑胶制品有限公司,国家高新技术企业认定奖励,30.00 
163,深圳市合骏光电技术有限公司,国家高新技术企业认定奖励,30.00 
164,深圳市达创威视科技有限公司,国家高新技术企业认定奖励,30.00 
165,深圳市易孚信息科技有限公司,国家高新技术企业认定奖励,30.00 
166,深圳市宇讯达电子有限公司,国家高新技术企业认定奖励,30.00 
167,深圳市科泰超声自动化设备有限公司,国家高新技术企业认定奖励,30.00 
168,深圳市乐华数码科技有限公司,国家高新技术企业认定奖励,30.00 
169,深圳超群高科技有限公司,国家高新技术企业认定奖励,30.00 
170,深圳世纪百利环保科技有限公司,国家高新技术企业认定奖励,30.00 
171,深圳市中通创安科技有限公司,国家高新技术企业认定奖励,30.00 
172,深圳市道格恒通科技有限公司,国家高新技术企业认定奖励,30.00 
173,深圳市健信五金有限公司,国家高新技术企业认定奖励,30.00 
174,深圳市科信达实业有限公司,国家高新技术企业认定奖励,30.00 
175,深圳市迪尚智造科技有限公司,国家高新技术企业认定奖励,30.00 
176,深圳市英朗光电有限公司,国家高新技术企业认定奖励,30.00 
177,深圳市意普兴科技有限公司,国家高新技术企业认定奖励,30.00 
178,深圳市国基视讯技术有限公司,国家高新技术企业认定奖励,30.00 
179,深圳市金华升电源技术有限公司,国家高新技术企业认定奖励,30.00 
180,深圳市海普天智能科技有限公司,国家高新技术企业认定奖励,30.00 
181,深圳市时尚发光科技有限公司,国家高新技术企业认定奖励,30.00 
182,深圳市康奈特电子有限公司,国家高新技术企业认定奖励,30.00 
183,深圳市聚华太科技有限公司,国家高新技术企业认定奖励,30.00 
184,深圳市凯越翔电子有限公司,国家高新技术企业认定奖励,30.00 
185,精华隆智慧感知科技（深圳）股份有限公司,国家高新技术企业认定奖励,30.00 
186,深圳市艾威视数码科技有限公司,国家高新技术企业认定奖励,30.00 
187,深圳市星苑科技有限公司,国家高新技术企业认定奖励,30.00 
188,深圳市思捷创科技有限公司,国家高新技术企业认定奖励,30.00 
189,深圳市玉沣科技有限公司,国家高新技术企业认定奖励,30.00 
190,深圳市速申企业管理咨询有限公司,国家高新技术企业认定奖励,30.00 
191,深圳市宇恒互动科技开发有限公司,国家高新技术企业认定奖励,30.00 
192,深圳市默赛尔生物医学科技发展有限公司,国家高新技术企业认定奖励,30.00 
193,深圳市理德铭科技股份有限公司,国家高新技术企业认定奖励,30.00 
194,深圳市龙脉安信软件技术有限公司,国家高新技术企业认定奖励,30.00 
195,深圳市空间智慧交通设计咨询有限公司,国家高新技术企业认定奖励,30.00 
196,深圳市远望奕畅科技有限公司,国家高新技术企业认定奖励,30.00 
197,深圳市慧川科技发展有限公司,国家高新技术企业认定奖励,30.00 
198,深圳市颖博油墨实业有限公司,国家高新技术企业认定奖励,30.00 
199,深圳智慧人生工贸有限公司,国家高新技术企业认定奖励,30.00 
200,深圳市亚特安科技有限公司,国家高新技术企业认定奖励,30.00 
201,深圳市鑫鹏博电子科技有限公司,国家高新技术企业认定奖励,30.00 
202,深圳市鹏元晟实业有限公司,国家高新技术企业认定奖励,30.00 
203,深圳市兴研科技有限公司,国家高新技术企业认定奖励,30.00 
204,深圳市众软信息技术有限公司,国家高新技术企业认定奖励,30.00 
205,深圳市鸿泰合兴精密塑胶模具有限公司,国家高新技术企业认定奖励,30.00 
206,深圳市鸿圆机械电器设备有限公司,国家高新技术企业认定奖励,30.00 
207,深圳市三锐智能技术有限公司,国家高新技术企业认定奖励,30.00 
208,深圳市销邦锋度科技有限公司,国家高新技术企业认定奖励,30.00 
209,深圳市瑞斯特实业股份有限公司,国家高新技术企业认定奖励,30.00 
210,深圳市长征生物科技有限公司,国家高新技术企业认定奖励,30.00 
211,深圳熙卓科技有限公司,国家高新技术企业认定奖励,30.00 
212,深圳市沃特美机械有限公司,国家高新技术企业认定奖励,30.00 
213,深圳多诺信息科技有限公司,国家高新技术企业认定奖励,30.00 
214,深圳市伊科赛尔环保科技有限公司,国家高新技术企业认定奖励,30.00 
215,深圳市是源医学科技有限公司,国家高新技术企业认定奖励,30.00 
216,深圳市至本文化实业有限公司,国家高新技术企业认定奖励,30.00 
217,深圳市帅航户外照明科技股份有限公司,国家高新技术企业认定奖励,30.00 
218,深圳市永霖科技有限公司,国家高新技术企业认定奖励,30.00 
219,深圳市永豪电子有限公司,国家高新技术企业认定奖励,30.00 
220,深圳市威标检测技术有限公司,国家高新技术企业认定奖励,30.00 
221,深圳市海润信息科技有限公司,国家高新技术企业认定奖励,30.00 
222,深圳市思拓通信系统有限公司,国家高新技术企业认定奖励,30.00 
223,深圳市多翼创新科技有限公司,国家高新技术企业认定奖励,30.00 
224,深圳市智鼎众为技术有限公司,国家高新技术企业认定奖励,30.00 
225,深圳万思佳电器有限公司,国家高新技术企业认定奖励,30.00 
226,深圳市汇能环保科技有限公司,国家高新技术企业认定奖励,30.00 
227,深圳亚迪欣电子有限公司,国家高新技术企业认定奖励,30.00 
228,深圳市傲天医疗智能系统有限公司,国家高新技术企业认定奖励,30.00 
229,深圳市明鑫成建设工程有限公司,国家高新技术企业认定奖励,30.00 
230,深圳一信泰质量技术有限公司,国家高新技术企业认定奖励,30.00 
231,深圳市捷福欣实业有限公司,国家高新技术企业认定奖励,30.00 
232,深圳市优控电气有限公司,国家高新技术企业认定奖励,30.00 
233,深圳博科智能科技有限公司,国家高新技术企业认定奖励,30.00 
234,优力大光电（深圳）有限公司,国家高新技术企业认定奖励,30.00 
235,深圳市天泽汉宇科技有限公司,国家高新技术企业认定奖励,30.00 
236,深圳市迈科光电有限公司,国家高新技术企业认定奖励,30.00 
237,深圳市中科智库互联网信息安全技术有限公司,国家高新技术企业认定奖励,30.00 
238,深圳中创华安科技有限公司,国家高新技术企业认定奖励,30.00 
239,深圳索日太阳能科技有限公司,国家高新技术企业认定奖励,30.00 
240,深圳市富能新能源科技有限公司,国家高新技术企业认定奖励,30.00 
241,深圳市友联天美科技有限公司,国家高新技术企业认定奖励,30.00 
242,深超光电（深圳）有限公司,国家高新技术企业认定奖励,30.00 
243,深圳市恒赛实业有限公司,国家高新技术企业认定奖励,30.00 
244,深圳市展红机电设备有限公司,国家高新技术企业认定奖励,30.00 
245,深圳市海拓达电子技术有限公司,国家高新技术企业认定奖励,30.00 
246,利宾来塑胶工业(深圳)有限公司,国家高新技术企业认定奖励,30.00 
247,深圳市诺赛特系统有限公司,国家高新技术企业认定奖励,30.00 
248,深圳市国华建业电子科技有限公司,国家高新技术企业认定奖励,30.00 
249,深圳市楚兰科技有限公司,国家高新技术企业认定奖励,30.00 
250,深圳市海燕科技有限公司,国家高新技术企业认定奖励,30.00 
251,深圳市亚奥克三维科技有限公司,国家高新技术企业认定奖励,30.00 
252,深圳市深南通讯设备有限公司,国家高新技术企业认定奖励,30.00 
253,深圳市豪富特自动化设备有限公司,国家高新技术企业认定奖励,30.00 
254,深圳市龙海环宇自动化有限公司,国家高新技术企业认定奖励,30.00 
255,深圳市盈视讯电子科技有限公司,国家高新技术企业认定奖励,30.00 
256,深圳市缚火龙机电实业有限公司,国家高新技术企业认定奖励,30.00 
257,深圳市瑞康电子有限公司,国家高新技术企业认定奖励,30.00 
258,深圳诚立胜新材料科技有限公司,国家高新技术企业认定奖励,30.00 
259,深圳市百浪科技有限公司,国家高新技术企业认定奖励,30.00 
260,深圳同兴达科技股份有限公司,国家高新技术企业认定奖励,30.00 
261,深圳市隆客色电子技术有限公司,国家高新技术企业认定奖励,30.00 
262,深圳市艾特网能技术有限公司,国家高新技术企业认定奖励,30.00 
263,深圳市雅鲁实业有限公司,国家高新技术企业认定奖励,30.00 
264,深圳市瑞升华科技股份有限公司,国家高新技术企业认定奖励,30.00 
265,深圳市百里和科技有限公司,国家高新技术企业认定奖励,30.00 
266,深圳市上亚精密技术有限公司,国家高新技术企业认定奖励,30.00 
267,深圳鼎新融合科技有限公司,国家高新技术企业认定奖励,30.00 
268,深圳市华阳通达精密机械有限公司,国家高新技术企业认定奖励,30.00 
269,深圳市蓝特电子有限公司,国家高新技术企业认定奖励,30.00 
270,深圳市大道至简信息技术有限公司,国家高新技术企业认定奖励,30.00 
271,深圳达普信科技有限公司,国家高新技术企业认定奖励,30.00 
272,深圳市华之粹生态科技有限公司,国家高新技术企业认定奖励,30.00 
273,深圳市飞龙兆富科技有限公司,国家高新技术企业认定奖励,30.00 
274,深圳市诚利德电力工程有限公司,国家高新技术企业认定奖励,30.00 
275,深圳市航顺芯片技术研发有限公司,国家高新技术企业认定奖励,30.00 
276,深圳市宝泽科技有限公司,国家高新技术企业认定奖励,30.00 
277,深圳市潜龙人软件有限公司,国家高新技术企业认定奖励,30.00 
278,深圳九河互联信息技术有限公司,国家高新技术企业认定奖励,30.00 
279,深圳市超雷科技有限公司,国家高新技术企业认定奖励,30.00 
280,广东城基生态科技股份有限公司,国家高新技术企业认定奖励,30.00 
281,深圳市网通兴技术发展有限公司,国家高新技术企业认定奖励,30.00 
282,深圳市立宇体育用品有限公司,国家高新技术企业认定奖励,30.00 
283,深圳旅通软件科技有限公司,国家高新技术企业认定奖励,30.00 
284,深圳市鑫塔科技有限公司,国家高新技术企业认定奖励,30.00 
285,深圳市点石时代科技有限公司,国家高新技术企业认定奖励,30.00 
286,深圳市江胜科技有限公司,国家高新技术企业认定奖励,30.00 
287,深圳市鲁光电子科技有限公司,国家高新技术企业认定奖励,30.00 
288,深圳市软银赛富科技有限公司,国家高新技术企业认定奖励,30.00 
289,深圳市正极科技发展有限公司,国家高新技术企业认定奖励,30.00 
290,深圳市联博建筑工程技术有限公司,国家高新技术企业认定奖励,30.00 
291,深圳市卓朗微电子有限公司,国家高新技术企业认定奖励,30.00 
292,深圳市卓瑞芯电子有限公司,国家高新技术企业认定奖励,30.00 
293,深圳市红果软件有限公司,国家高新技术企业认定奖励,30.00 
294,深圳市烽茂鸿科技有限公司,国家高新技术企业认定奖励,30.00 
295,深圳市志航辉电子有限公司,国家高新技术企业认定奖励,30.00 
296,深圳市喜悦在线网络科技有限公司,国家高新技术企业认定奖励,30.00 
297,深圳市兰星科技有限公司,国家高新技术企业认定奖励,30.00 
298,深圳市银众信息技术有限公司,国家高新技术企业认定奖励,30.00 
299,深圳市图美电子技术有限公司,国家高新技术企业认定奖励,30.00 
300,深圳市科汇兴科技有限公司,国家高新技术企业认定奖励,30.00 
301,深圳盛显科技有限公司,国家高新技术企业认定奖励,30.00 
302,深圳市威视特光电科技有限公司,国家高新技术企业认定奖励,30.00 
303,深圳市行天下建筑工程有限公司,国家高新技术企业认定奖励,30.00 
304,深圳市富思源智慧消防股份有限公司,国家高新技术企业认定奖励,30.00 
305,深圳易兴科技有限公司,国家高新技术企业认定奖励,30.00 
306,深圳市百川海奇科技有限公司,国家高新技术企业认定奖励,30.00 
307,深圳市宏润众达科技有限公司,国家高新技术企业认定奖励,30.00 
308,深圳市腾盛工业设备有限公司,国家高新技术企业认定奖励,20.00 
309,深圳市晶沛电子有限公司,国家高新技术企业认定奖励,20.00 
310,深圳市科美芯光电技术有限公司,国家高新技术企业认定奖励,20.00 
311,深圳市道尔智控科技股份有限公司,国家高新技术企业认定奖励,20.00 
312,深圳市维尔晶科技有限公司,国家高新技术企业认定奖励,20.00 
313,深圳市爱康生物科技有限公司,国家高新技术企业认定奖励,20.00 
314,深圳市欧度利方科技有限公司,国家高新技术企业认定奖励,20.00 
315,深圳市擎天达科技有限公司,国家高新技术企业认定奖励,20.00 
316,深圳蓉华电子有限公司,国家高新技术企业认定奖励,20.00 
317,深圳市绿联科技有限公司,国家高新技术企业认定奖励,20.00 
318,深圳市和科达水处理设备有限公司,国家高新技术企业认定奖励,20.00 
319,深圳市铂胜光电有限公司,国家高新技术企业认定奖励,20.00 
320,深圳市龙方自动化科技有限公司,国家高新技术企业认定奖励,20.00 
321,深圳市金誉半导体有限公司,国家高新技术企业认定奖励,20.00 
322,深圳市万网博通科技有限公司,国家高新技术企业认定奖励,20.00 
323,深圳市豪恩智能物联股份有限公司,国家高新技术企业认定奖励,20.00 
324,深圳市比洋光通信科技股份有限公司,国家高新技术企业认定奖励,20.00 
325,深圳市鑫富艺实业有限公司,国家高新技术企业认定奖励,20.00 
326,深圳市科伟达超声波设备有限公司,国家高新技术企业认定奖励,20.00 
327,深圳市合川科技有限公司,国家高新技术企业认定奖励,20.00 
328,深圳市量能科技有限公司,国家高新技术企业认定奖励,20.00 
329,深圳市联得自动化装备股份有限公司,国家高新技术企业认定奖励,20.00 
330,深圳市中能泰富科技有限公司,国家高新技术企业认定奖励,20.00 
331,深圳市中天和自动化设备有限公司,国家高新技术企业认定奖励,20.00 
332,深圳市思坎普科技有限公司,国家高新技术企业认定奖励,20.00 
333,深圳市赫尔诺电子技术有限公司,国家高新技术企业认定奖励,20.00 
334,深圳成光兴光电技术股份有限公司,国家高新技术企业认定奖励,20.00 
335,深圳市炫丽塑胶科技有限公司,国家高新技术企业认定奖励,20.00 
336,深圳市斌特科技有限公司,国家高新技术企业认定奖励,20.00 
337,深圳市洁王精细化工科技有限公司,国家高新技术企业认定奖励,20.00 
338,深圳市鑫联为科技发展有限公司,国家高新技术企业认定奖励,20.00 
339,深圳市汉华光电子有限公司,国家高新技术企业认定奖励,20.00 
340,深圳市策维科技有限公司,国家高新技术企业认定奖励,20.00 
341,深圳市宝德软件开发有限公司,国家高新技术企业认定奖励,20.00 
342,深圳市科晶智达科技有限公司,国家高新技术企业认定奖励,20.00 
343,深圳市佳顺智能机器人股份有限公司,国家高新技术企业认定奖励,20.00 
344,深圳市金彩虹精密制造股份有限公司,国家高新技术企业认定奖励,20.00 
345,广东天劲新能源科技股份有限公司,国家高新技术企业认定奖励,20.00 
346,深圳海龙建筑科技有限公司,国家高新技术企业认定奖励,20.00 
347,深圳市赛得立实业有限公司,国家高新技术企业认定奖励,20.00 
348,光越科技（深圳）有限公司,国家高新技术企业认定奖励,20.00 
349,深圳市友亿成智能照明股份有限公司,国家高新技术企业认定奖励,20.00 
350,一浦莱斯精密技术（深圳）有限公司,国家高新技术企业认定奖励,20.00 
351,深圳市三顺纳米新材料股份有限公司,国家高新技术企业认定奖励,20.00 
352,深圳市艺峰自动化装备有限公司,国家高新技术企业认定奖励,20.00 
353,深圳市鹏翔运达机械科技有限公司,国家高新技术企业认定奖励,20.00 
354,深圳市丰禾原电子科技有限公司,国家高新技术企业认定奖励,20.00 
355,深圳市光彩凯宜电子开发有限公司,国家高新技术企业认定奖励,20.00 
356,深圳市万景华科技有限公司,国家高新技术企业认定奖励,20.00 
357,深圳市诺赛德精密科技有限公司,国家高新技术企业认定奖励,20.00 
358,深圳市科潮达科技有限公司,国家高新技术企业认定奖励,20.00 
359,深圳市宝德自动化精密设备有限公司,国家高新技术企业认定奖励,20.00 
360,深圳市维可达精密科技有限公司,国家高新技术企业认定奖励,20.00 
361,深圳市冠为科技股份有限公司,国家高新技术企业认定奖励,20.00 
362,深圳市迈思普电子有限公司,国家高新技术企业认定奖励,20.00 
363,深圳市海目星激光智能装备股份有限公司,国家高新技术企业认定奖励,20.00 
364,深圳市森岛电气有限公司,国家高新技术企业认定奖励,20.00 
365,深圳市强大创新科技实业有限公司,国家高新技术企业认定奖励,20.00 
366,深圳市德盟科技股份有限公司,国家高新技术企业认定奖励,20.00 
367,深圳市金盛机电科技有限公司,国家高新技术企业认定奖励,20.00 
368,深圳市东升磁业有限公司,国家高新技术企业认定奖励,20.00 
369,深圳市元和电子材料有限公司,国家高新技术企业认定奖励,20.00 
370,深圳市三维机电设备有限公司,国家高新技术企业认定奖励,20.00 
371,深圳市德海威实业有限公司,国家高新技术企业认定奖励,20.00 
372,"	深圳市明南电子有限公司",国家高新技术企业认定奖励,20.00 
373,深圳飞德利照明科技有限公司,国家高新技术企业认定奖励,20.00 
374,深圳市神州线缆有限公司,国家高新技术企业认定奖励,20.00 
375,深圳市科奈信科技有限公司,国家高新技术企业认定奖励,20.00 
376,深圳市思榕科技有限公司,国家高新技术企业认定奖励,20.00 
