timestamp,frame_name,progress,row,col
11663,opr11dyin_android_productionfluency_010000053,-1,-1,-1
11791,opr11dyin_android_productionfluency_010000054,-1,-1,-1
11862,opr11dyin_android_productionfluency_010000055,-1,-1,-1
11938,opr11dyin_android_productionfluency_010000056,-1,-1,-1
12014,opr11dyin_android_productionfluency_010000057,-1,-1,-1
12079,opr11dyin_android_productionfluency_010000058,-1,-1,-1
12152,opr11dyin_android_productionfluency_010000059,-1,-1,-1
12230,opr11dyin_android_productionfluency_010000060,-1,-1,-1
12301,opr11dyin_android_productionfluency_010000061,-1,-1,-1
12377,opr11dyin_android_productionfluency_010000062,-1,-1,-1
12451,opr11dyin_android_productionfluency_010000063,-1,-1,-1
12574,opr11dyin_android_productionfluency_010000064,-1,-1,-1
12646,opr11dyin_android_productionfluency_010000065,-1,-1,-1
12712,opr11dyin_android_productionfluency_010000066,-1,-1,-1
12826,opr11dyin_android_productionfluency_010000067,-1,-1,-1
12937,opr11dyin_android_productionfluency_010000068,-1,-1,-1
13045,opr11dyin_android_productionfluency_010000069,-1,-1,-1
13110,opr11dyin_android_productionfluency_010000070,-1,-1,-1
13178,opr11dyin_android_productionfluency_010000071,-1,-1,-1
13242,opr11dyin_android_productionfluency_010000072,-1,-1,-1
13306,opr11dyin_android_productionfluency_010000073,-1,-1,-1
13372,opr11dyin_android_productionfluency_010000074,-1,-1,-1
13435,opr11dyin_android_productionfluency_010000075,-1,-1,-1
13501,opr11dyin_android_productionfluency_010000076,-1,-1,-1
13566,opr11dyin_android_productionfluency_010000077,-1,-1,-1
13628,opr11dyin_android_productionfluency_010000078,-1,-1,-1
13735,opr11dyin_android_productionfluency_010000079,-1,-1,-1
13874,opr11dyin_android_productionfluency_010000080,-1,-1,-1
14007,opr11dyin_android_productionfluency_010000081,-1,-1,-1
14120,opr11dyin_android_productionfluency_010000082,-1,-1,-1
14274,opr11dyin_android_productionfluency_010000083,-1,-1,-1
14420,opr11dyin_android_productionfluency_010000084,-1,-1,-1
14609,opr11dyin_android_productionfluency_010000085,-1,-1,-1
14796,opr11dyin_android_productionfluency_010000086,-1,-1,-1
14977,opr11dyin_android_productionfluency_010000087,-1,-1,-1
15087,opr11dyin_android_productionfluency_010000088,-1,-1,-1
15195,opr11dyin_android_productionfluency_010000089,-1,-1,-1
15301,opr11dyin_android_productionfluency_010000090,-1,-1,-1
15407,opr11dyin_android_productionfluency_010000091,-1,-1,-1
15515,opr11dyin_android_productionfluency_010000092,-1,-1,-1
15622,opr11dyin_android_productionfluency_010000093,-1,-1,-1
15728,opr11dyin_android_productionfluency_010000094,-1,-1,-1
15832,opr11dyin_android_productionfluency_010000095,-1,-1,-1
15936,opr11dyin_android_productionfluency_010000096,-1,-1,-1
16041,opr11dyin_android_productionfluency_010000097,-1,-1,-1
16143,opr11dyin_android_productionfluency_010000098,-1,-1,-1
16246,opr11dyin_android_productionfluency_010000099,-1,-1,-1
16383,opr11dyin_android_productionfluency_010000100,-1,-1,-1
16593,opr11dyin_android_productionfluency_010000101,-1,-1,-1
16783,opr11dyin_android_productionfluency_010000102,-1,-1,-1
17021,opr11dyin_android_productionfluency_010000103,-1,-1,-1
17209,opr11dyin_android_productionfluency_010000104,-1,-1,-1
17345,opr11dyin_android_productionfluency_010000105,-1,-1,-1
17482,opr11dyin_android_productionfluency_010000106,-1,-1,-1
17609,opr11dyin_android_productionfluency_010000107,-1,-1,-1
17746,opr11dyin_android_productionfluency_010000108,-1,-1,-1
17879,opr11dyin_android_productionfluency_010000109,-1,-1,-1
18006,opr11dyin_android_productionfluency_010000110,-1,-1,-1
18088,opr11dyin_android_productionfluency_010000111,-1,-1,-1
18159,opr11dyin_android_productionfluency_010000112,-1,-1,-1
18231,opr11dyin_android_productionfluency_010000113,-1,-1,-1
18307,opr11dyin_android_productionfluency_010000114,-1,-1,-1
18377,opr11dyin_android_productionfluency_010000115,-1,-1,-1
18457,opr11dyin_android_productionfluency_010000116,-1,-1,-1
18577,opr11dyin_android_productionfluency_010000117,-1,-1,-1
18655,opr11dyin_android_productionfluency_010000118,-1,-1,-1
18771,opr11dyin_android_productionfluency_010000119,-1,-1,-1
18892,opr11dyin_android_productionfluency_010000120,-1,-1,-1
18962,opr11dyin_android_productionfluency_010000121,-1,-1,-1
19092,opr11dyin_android_productionfluency_010000122,-1,-1,-1
19160,opr11dyin_android_productionfluency_010000123,-1,-1,-1
19289,opr11dyin_android_productionfluency_010000124,-1,-1,-1
19406,opr11dyin_android_productionfluency_010000125,-1,-1,-1
19528,opr11dyin_android_productionfluency_010000126,-1,-1,-1
19605,opr11dyin_android_productionfluency_010000127,-1,-1,-1
19678,opr11dyin_android_productionfluency_010000128,-1,-1,-1
19754,opr11dyin_android_productionfluency_010000129,-1,-1,-1
19876,opr11dyin_android_productionfluency_010000130,-1,-1,-1
19993,opr11dyin_android_productionfluency_010000131,-1,-1,-1
20074,opr11dyin_android_productionfluency_010000132,-1,-1,-1
20192,opr11dyin_android_productionfluency_010000133,-1,-1,-1
20261,opr11dyin_android_productionfluency_010000134,-1,-1,-1
20376,opr11dyin_android_productionfluency_010000135,-1,-1,-1
20503,opr11dyin_android_productionfluency_010000136,-1,-1,-1
20574,opr11dyin_android_productionfluency_010000137,-1,-1,-1
20650,opr11dyin_android_productionfluency_010000138,-1,-1,-1
20773,opr11dyin_android_productionfluency_010000139,-1,-1,-1
20849,opr11dyin_android_productionfluency_010000140,-1,-1,-1
20971,opr11dyin_android_productionfluency_010000141,-1,-1,-1
21095,opr11dyin_android_productionfluency_010000142,-1,-1,-1
21224,opr11dyin_android_productionfluency_010000143,-1,-1,-1
21341,opr11dyin_android_productionfluency_010000144,-1,-1,-1
21462,opr11dyin_android_productionfluency_010000145,-1,-1,-1
21581,opr11dyin_android_productionfluency_010000146,-1,-1,-1
21661,opr11dyin_android_productionfluency_010000147,-1,-1,-1
21732,opr11dyin_android_productionfluency_010000148,-1,-1,-1
21809,opr11dyin_android_productionfluency_010000149,-1,-1,-1
21883,opr11dyin_android_productionfluency_010000150,-1,-1,-1
21958,opr11dyin_android_productionfluency_010000151,-1,-1,-1
22045,opr11dyin_android_productionfluency_010000152,-1,-1,-1
22121,opr11dyin_android_productionfluency_010000153,-1,-1,-1
22194,opr11dyin_android_productionfluency_010000154,-1,-1,-1
22321,opr11dyin_android_productionfluency_010000155,-1,-1,-1
22394,opr11dyin_android_productionfluency_010000156,-1,-1,-1
22478,opr11dyin_android_productionfluency_010000157,-1,-1,-1
22548,opr11dyin_android_productionfluency_010000158,-1,-1,-1
22628,opr11dyin_android_productionfluency_010000159,-1,-1,-1
22750,opr11dyin_android_productionfluency_010000160,-1,-1,-1
22830,opr11dyin_android_productionfluency_010000161,-1,-1,-1
22907,opr11dyin_android_productionfluency_010000162,-1,-1,-1
23027,opr11dyin_android_productionfluency_010000163,-1,-1,-1
23145,opr11dyin_android_productionfluency_010000164,-1,-1,-1
23271,opr11dyin_android_productionfluency_010000165,-1,-1,-1
23389,opr11dyin_android_productionfluency_010000166,-1,-1,-1
23462,opr11dyin_android_productionfluency_010000167,-1,-1,-1
23541,opr11dyin_android_productionfluency_010000168,-1,-1,-1
23617,opr11dyin_android_productionfluency_010000169,-1,-1,-1
23690,opr11dyin_android_productionfluency_010000170,-1,-1,-1
23810,opr11dyin_android_productionfluency_010000171,-1,-1,-1
23930,opr11dyin_android_productionfluency_010000172,-1,-1,-1
24053,opr11dyin_android_productionfluency_010000173,-1,-1,-1
24180,opr11dyin_android_productionfluency_010000174,-1,-1,-1
24361,opr11dyin_android_productionfluency_010000175,-1,-1,-1
24534,opr11dyin_android_productionfluency_010000176,-1,-1,-1
24714,opr11dyin_android_productionfluency_010000177,-1,-1,-1
24935,opr11dyin_android_productionfluency_010000178,-1,-1,-1
25063,opr11dyin_android_productionfluency_010000179,-1,-1,-1
25187,opr11dyin_android_productionfluency_010000180,-1,-1,-1
25322,opr11dyin_android_productionfluency_010000181,-1,-1,-1
25462,opr11dyin_android_productionfluency_010000182,-1,-1,-1
25582,opr11dyin_android_productionfluency_010000183,-1,-1,-1
25702,opr11dyin_android_productionfluency_010000184,-1,-1,-1
25807,opr11dyin_android_productionfluency_010000185,-1,-1,-1
25914,opr11dyin_android_productionfluency_010000186,-1,-1,-1
26022,opr11dyin_android_productionfluency_010000187,-1,-1,-1
26142,opr11dyin_android_productionfluency_010000188,-1,-1,-1
26251,opr11dyin_android_productionfluency_010000189,-1,-1,-1
26356,opr11dyin_android_productionfluency_010000190,-1,-1,-1
26486,opr11dyin_android_productionfluency_010000191,-1,-1,-1
26624,opr11dyin_android_productionfluency_010000192,-1,-1,-1
26766,opr11dyin_android_productionfluency_010000193,-1,-1,-1
26960,opr11dyin_android_productionfluency_010000194,-1,-1,-1
27156,opr11dyin_android_productionfluency_010000195,-1,-1,-1
27302,opr11dyin_android_productionfluency_010000196,-1,-1,-1
27408,opr11dyin_android_productionfluency_010000197,-1,-1,-1
27524,opr11dyin_android_productionfluency_010000198,-1,-1,-1
27677,opr11dyin_android_productionfluency_010000199,-1,-1,-1
28464,opr11dyin_android_productionfluency_010000200,-1,-1,-1
29072,opr11dyin_android_productionfluency_010000201,-1,-1,-1
29183,opr11dyin_android_productionfluency_010000202,-1,-1,-1
29297,opr11dyin_android_productionfluency_010000203,-1,-1,-1
29367,opr11dyin_android_productionfluency_010000204,-1,-1,-1
29479,opr11dyin_android_productionfluency_010000205,-1,-1,-1
29589,opr11dyin_android_productionfluency_010000206,-1,-1,-1
29653,opr11dyin_android_productionfluency_010000207,-1,-1,-1
29718,opr11dyin_android_productionfluency_010000208,-1,-1,-1
29785,opr11dyin_android_productionfluency_010000209,-1,-1,-1
29850,opr11dyin_android_productionfluency_010000210,-1,-1,-1
29916,opr11dyin_android_productionfluency_010000211,-1,-1,-1
29981,opr11dyin_android_productionfluency_010000212,-1,-1,-1
30089,opr11dyin_android_productionfluency_010000213,-1,-1,-1
30195,opr11dyin_android_productionfluency_010000214,-1,-1,-1
30306,opr11dyin_android_productionfluency_010000215,-1,-1,-1
30418,opr11dyin_android_productionfluency_010000216,-1,-1,-1
30523,opr11dyin_android_productionfluency_010000217,-1,-1,-1
30627,opr11dyin_android_productionfluency_010000218,-1,-1,-1
30751,opr11dyin_android_productionfluency_010000219,-1,-1,-1
30898,opr11dyin_android_productionfluency_010000220,-1,-1,-1
31002,opr11dyin_android_productionfluency_010000221,-1,-1,-1
31113,opr11dyin_android_productionfluency_010000222,-1,-1,-1
31271,opr11dyin_android_productionfluency_010000223,-1,-1,-1
31376,opr11dyin_android_productionfluency_010000224,-1,-1,-1
31480,opr11dyin_android_productionfluency_010000225,-1,-1,-1
31586,opr11dyin_android_productionfluency_010000226,-1,-1,-1
31647,opr11dyin_android_productionfluency_010000227,-1,-1,-1
31752,opr11dyin_android_productionfluency_010000228,-1,-1,-1
31857,opr11dyin_android_productionfluency_010000229,-1,-1,-1
31962,opr11dyin_android_productionfluency_010000230,-1,-1,-1
32066,opr11dyin_android_productionfluency_010000231,-1,-1,-1
32169,opr11dyin_android_productionfluency_010000232,-1,-1,-1
32272,opr11dyin_android_productionfluency_010000233,-1,-1,-1
32377,opr11dyin_android_productionfluency_010000234,-1,-1,-1
32481,opr11dyin_android_productionfluency_010000235,-1,-1,-1
32585,opr11dyin_android_productionfluency_010000236,-1,-1,-1
32688,opr11dyin_android_productionfluency_010000237,-1,-1,-1
32793,opr11dyin_android_productionfluency_010000238,-1,-1,-1
32902,opr11dyin_android_productionfluency_010000239,-1,-1,-1
33004,opr11dyin_android_productionfluency_010000240,-1,-1,-1
33068,opr11dyin_android_productionfluency_010000241,-1,-1,-1
33171,opr11dyin_android_productionfluency_010000242,-1,-1,-1
33274,opr11dyin_android_productionfluency_010000243,-1,-1,-1
33388,opr11dyin_android_productionfluency_010000244,-1,-1,-1
33517,opr11dyin_android_productionfluency_010000245,-1,-1,-1
33580,opr11dyin_android_productionfluency_010000246,-1,-1,-1
33684,opr11dyin_android_productionfluency_010000247,-1,-1,-1
33787,opr11dyin_android_productionfluency_010000248,-1,-1,-1
33907,opr11dyin_android_productionfluency_010000249,-1,-1,-1
34028,opr11dyin_android_productionfluency_010000250,-1,-1,-1
34132,opr11dyin_android_productionfluency_010000251,-1,-1,-1
34194,opr11dyin_android_productionfluency_010000252,-1,-1,-1
34309,opr11dyin_android_productionfluency_010000253,-1,-1,-1
34414,opr11dyin_android_productionfluency_010000254,-1,-1,-1
34518,opr11dyin_android_productionfluency_010000255,-1,-1,-1
34623,opr11dyin_android_productionfluency_010000256,-1,-1,-1
34724,opr11dyin_android_productionfluency_010000257,-1,-1,-1
34825,opr11dyin_android_productionfluency_010000258,-1,-1,-1
34891,opr11dyin_android_productionfluency_010000259,-1,-1,-1
34994,opr11dyin_android_productionfluency_010000260,-1,-1,-1
35097,opr11dyin_android_productionfluency_010000261,-1,-1,-1
35200,opr11dyin_android_productionfluency_010000262,-1,-1,-1
35306,opr11dyin_android_productionfluency_010000263,-1,-1,-1
35407,opr11dyin_android_productionfluency_010000264,-1,-1,-1
35515,opr11dyin_android_productionfluency_010000265,-1,-1,-1
35667,opr11dyin_android_productionfluency_010000266,-1,-1,-1
35817,opr11dyin_android_productionfluency_010000267,-1,-1,-1
36008,opr11dyin_android_productionfluency_010000268,-1,-1,-1
36208,opr11dyin_android_productionfluency_010000269,-1,-1,-1
36386,opr11dyin_android_productionfluency_010000270,-1,-1,-1
36491,opr11dyin_android_productionfluency_010000271,-1,-1,-1
36596,opr11dyin_android_productionfluency_010000272,-1,-1,-1
36703,opr11dyin_android_productionfluency_010000273,-1,-1,-1
36809,opr11dyin_android_productionfluency_010000274,-1,-1,-1
36917,opr11dyin_android_productionfluency_010000275,-1,-1,-1
37024,opr11dyin_android_productionfluency_010000276,-1,-1,-1
37127,opr11dyin_android_productionfluency_010000277,-1,-1,-1
37229,opr11dyin_android_productionfluency_010000278,-1,-1,-1
37333,opr11dyin_android_productionfluency_010000279,-1,-1,-1
37437,opr11dyin_android_productionfluency_010000280,-1,-1,-1
37540,opr11dyin_android_productionfluency_010000281,-1,-1,-1
37643,opr11dyin_android_productionfluency_010000282,-1,-1,-1
37748,opr11dyin_android_productionfluency_010000283,-1,-1,-1
37855,opr11dyin_android_productionfluency_010000284,-1,-1,-1
38044,opr11dyin_android_productionfluency_010000285,-1,-1,-1
38151,opr11dyin_android_productionfluency_010000286,-1,-1,-1
38255,opr11dyin_android_productionfluency_010000287,-1,-1,-1
38358,opr11dyin_android_productionfluency_010000288,-1,-1,-1
38462,opr11dyin_android_productionfluency_010000289,-1,-1,-1
38571,opr11dyin_android_productionfluency_010000290,-1,-1,-1
38679,opr11dyin_android_productionfluency_010000291,-1,-1,-1
38785,opr11dyin_android_productionfluency_010000292,-1,-1,-1
38888,opr11dyin_android_productionfluency_010000293,-1,-1,-1
38950,opr11dyin_android_productionfluency_010000294,-1,-1,-1
39054,opr11dyin_android_productionfluency_010000295,-1,-1,-1
39117,opr11dyin_android_productionfluency_010000296,-1,-1,-1
39196,opr11dyin_android_productionfluency_010000297,-1,-1,-1
39362,opr11dyin_android_productionfluency_010000298,-1,-1,-1
39493,opr11dyin_android_productionfluency_010000299,-1,-1,-1
39597,opr11dyin_android_productionfluency_010000300,-1,-1,-1
39702,opr11dyin_android_productionfluency_010000301,-1,-1,-1
39763,opr11dyin_android_productionfluency_010000302,-1,-1,-1
39826,opr11dyin_android_productionfluency_010000303,-1,-1,-1
39887,opr11dyin_android_productionfluency_010000304,-1,-1,-1
39949,opr11dyin_android_productionfluency_010000305,-1,-1,-1
40009,opr11dyin_android_productionfluency_010000306,-1,-1,-1
40070,opr11dyin_android_productionfluency_010000307,-1,-1,-1
40129,opr11dyin_android_productionfluency_010000308,-1,-1,-1
40189,opr11dyin_android_productionfluency_010000309,-1,-1,-1
40251,opr11dyin_android_productionfluency_010000310,-1,-1,-1
40310,opr11dyin_android_productionfluency_010000311,-1,-1,-1
40371,opr11dyin_android_productionfluency_010000312,-1,-1,-1
40433,opr11dyin_android_productionfluency_010000313,-1,-1,-1
40494,opr11dyin_android_productionfluency_010000314,-1,-1,-1
40558,opr11dyin_android_productionfluency_010000315,-1,-1,-1
40620,opr11dyin_android_productionfluency_010000316,-1,-1,-1
40681,opr11dyin_android_productionfluency_010000317,-1,-1,-1
40742,opr11dyin_android_productionfluency_010000318,-1,-1,-1
40803,opr11dyin_android_productionfluency_010000319,-1,-1,-1
40865,opr11dyin_android_productionfluency_010000320,-1,-1,-1
40926,opr11dyin_android_productionfluency_010000321,-1,-1,-1
40987,opr11dyin_android_productionfluency_010000322,-1,-1,-1
41045,opr11dyin_android_productionfluency_010000323,-1,-1,-1
41105,opr11dyin_android_productionfluency_010000324,-1,-1,-1
41163,opr11dyin_android_productionfluency_010000325,-1,-1,-1
41224,opr11dyin_android_productionfluency_010000326,-1,-1,-1
41285,opr11dyin_android_productionfluency_010000327,-1,-1,-1
41344,opr11dyin_android_productionfluency_010000328,-1,-1,-1
41403,opr11dyin_android_productionfluency_010000329,-1,-1,-1
41461,opr11dyin_android_productionfluency_010000330,-1,-1,-1
41521,opr11dyin_android_productionfluency_010000331,-1,-1,-1
41585,opr11dyin_android_productionfluency_010000332,-1,-1,-1
41653,opr11dyin_android_productionfluency_010000333,-1,-1,-1
41711,opr11dyin_android_productionfluency_010000334,-1,-1,-1
41771,opr11dyin_android_productionfluency_010000335,-1,-1,-1
41829,opr11dyin_android_productionfluency_010000336,-1,-1,-1
41889,opr11dyin_android_productionfluency_010000337,-1,-1,-1
41951,opr11dyin_android_productionfluency_010000338,-1,-1,-1
42010,opr11dyin_android_productionfluency_010000339,-1,-1,-1
42072,opr11dyin_android_productionfluency_010000340,-1,-1,-1
42130,opr11dyin_android_productionfluency_010000341,-1,-1,-1
42189,opr11dyin_android_productionfluency_010000342,-1,-1,-1
42249,opr11dyin_android_productionfluency_010000343,-1,-1,-1
42312,opr11dyin_android_productionfluency_010000344,-1,-1,-1
42372,opr11dyin_android_productionfluency_010000345,-1,-1,-1
42435,opr11dyin_android_productionfluency_010000346,-1,-1,-1
42494,opr11dyin_android_productionfluency_010000347,-1,-1,-1
42556,opr11dyin_android_productionfluency_010000348,-1,-1,-1
42614,opr11dyin_android_productionfluency_010000349,-1,-1,-1
42673,opr11dyin_android_productionfluency_010000350,-1,-1,-1
42734,opr11dyin_android_productionfluency_010000351,-1,-1,-1
42795,opr11dyin_android_productionfluency_010000352,-1,-1,-1
42857,opr11dyin_android_productionfluency_010000353,-1,-1,-1
42921,opr11dyin_android_productionfluency_010000354,-1,-1,-1
42985,opr11dyin_android_productionfluency_010000355,-1,-1,-1
43049,opr11dyin_android_productionfluency_010000356,-1,-1,-1
43112,opr11dyin_android_productionfluency_010000357,-1,-1,-1
43176,opr11dyin_android_productionfluency_010000358,-1,-1,-1
43239,opr11dyin_android_productionfluency_010000359,-1,-1,-1
43297,opr11dyin_android_productionfluency_010000360,-1,-1,-1
43397,opr11dyin_android_productionfluency_010000361,-1,-1,-1
43459,opr11dyin_android_productionfluency_010000362,-1,-1,-1
43519,opr11dyin_android_productionfluency_010000363,-1,-1,-1
43579,opr11dyin_android_productionfluency_010000364,-1,-1,-1
43643,opr11dyin_android_productionfluency_010000365,-1,-1,-1
43705,opr11dyin_android_productionfluency_010000366,-1,-1,-1
43769,opr11dyin_android_productionfluency_010000367,-1,-1,-1
43831,opr11dyin_android_productionfluency_010000368,-1,-1,-1
43895,opr11dyin_android_productionfluency_010000369,-1,-1,-1
43958,opr11dyin_android_productionfluency_010000370,-1,-1,-1
44032,opr11dyin_android_productionfluency_010000371,-1,-1,-1
44100,opr11dyin_android_productionfluency_010000372,-1,-1,-1
44161,opr11dyin_android_productionfluency_010000373,-1,-1,-1
44220,opr11dyin_android_productionfluency_010000374,-1,-1,-1
44279,opr11dyin_android_productionfluency_010000375,-1,-1,-1
44336,opr11dyin_android_productionfluency_010000376,-1,-1,-1
44396,opr11dyin_android_productionfluency_010000377,-1,-1,-1
44454,opr11dyin_android_productionfluency_010000378,-1,-1,-1
44515,opr11dyin_android_productionfluency_010000379,-1,-1,-1
44576,opr11dyin_android_productionfluency_010000380,-1,-1,-1
44685,opr11dyin_android_productionfluency_010000381,-1,-1,-1
44871,opr11dyin_android_productionfluency_010000382,-1,-1,-1
45055,opr11dyin_android_productionfluency_010000383,-1,-1,-1
45239,opr11dyin_android_productionfluency_010000384,-1,-1,-1
45426,opr11dyin_android_productionfluency_010000385,-1,-1,-1
45611,opr11dyin_android_productionfluency_010000386,-1,-1,-1
45762,opr11dyin_android_productionfluency_010000387,-1,-1,-1
45915,opr11dyin_android_productionfluency_010000388,-1,-1,-1
46063,opr11dyin_android_productionfluency_010000389,-1,-1,-1
46170,opr11dyin_android_productionfluency_010000390,-1,-1,-1
46277,opr11dyin_android_productionfluency_010000391,-1,-1,-1
46385,opr11dyin_android_productionfluency_010000392,-1,-1,-1
46492,opr11dyin_android_productionfluency_010000393,-1,-1,-1
46600,opr11dyin_android_productionfluency_010000394,-1,-1,-1
46707,opr11dyin_android_productionfluency_010000395,-1,-1,-1
46813,opr11dyin_android_productionfluency_010000396,-1,-1,-1
46920,opr11dyin_android_productionfluency_010000397,-1,-1,-1
47024,opr11dyin_android_productionfluency_010000398,-1,-1,-1
47130,opr11dyin_android_productionfluency_010000399,-1,-1,-1
47235,opr11dyin_android_productionfluency_010000400,-1,-1,-1
47340,opr11dyin_android_productionfluency_010000401,-1,-1,-1
47445,opr11dyin_android_productionfluency_010000402,-1,-1,-1
47508,opr11dyin_android_productionfluency_010000403,-1,-1,-1
47613,opr11dyin_android_productionfluency_010000404,-1,-1,-1
47719,opr11dyin_android_productionfluency_010000405,-1,-1,-1
47823,opr11dyin_android_productionfluency_010000406,-1,-1,-1
47928,opr11dyin_android_productionfluency_010000407,-1,-1,-1
47991,opr11dyin_android_productionfluency_010000408,-1,-1,-1
48055,opr11dyin_android_productionfluency_010000409,-1,-1,-1
48159,opr11dyin_android_productionfluency_010000410,-1,-1,-1
48223,opr11dyin_android_productionfluency_010000411,-1,-1,-1
48285,opr11dyin_android_productionfluency_010000412,-1,-1,-1
48349,opr11dyin_android_productionfluency_010000413,-1,-1,-1
48454,opr11dyin_android_productionfluency_010000414,-1,-1,-1
48519,opr11dyin_android_productionfluency_010000415,-1,-1,-1
48624,opr11dyin_android_productionfluency_010000416,-1,-1,-1
48686,opr11dyin_android_productionfluency_010000417,-1,-1,-1
48751,opr11dyin_android_productionfluency_010000418,-1,-1,-1
48815,opr11dyin_android_productionfluency_010000419,-1,-1,-1
48919,opr11dyin_android_productionfluency_010000420,-1,-1,-1
49024,opr11dyin_android_productionfluency_010000421,-1,-1,-1
49130,opr11dyin_android_productionfluency_010000422,-1,-1,-1
49237,opr11dyin_android_productionfluency_010000423,-1,-1,-1
49345,opr11dyin_android_productionfluency_010000424,-1,-1,-1
49452,opr11dyin_android_productionfluency_010000425,-1,-1,-1
49558,opr11dyin_android_productionfluency_010000426,-1,-1,-1
49661,opr11dyin_android_productionfluency_010000427,-1,-1,-1
49767,opr11dyin_android_productionfluency_010000428,-1,-1,-1
49880,opr11dyin_android_productionfluency_010000429,-1,-1,-1
49995,opr11dyin_android_productionfluency_010000430,-1,-1,-1
50099,opr11dyin_android_productionfluency_010000431,-1,-1,-1
50202,opr11dyin_android_productionfluency_010000432,-1,-1,-1
50305,opr11dyin_android_productionfluency_010000433,-1,-1,-1
50409,opr11dyin_android_productionfluency_010000434,-1,-1,-1
50514,opr11dyin_android_productionfluency_010000435,-1,-1,-1
50619,opr11dyin_android_productionfluency_010000436,-1,-1,-1
50726,opr11dyin_android_productionfluency_010000437,-1,-1,-1
50787,opr11dyin_android_productionfluency_010000438,-1,-1,-1
50894,opr11dyin_android_productionfluency_010000439,-1,-1,-1
50996,opr11dyin_android_productionfluency_010000440,-1,-1,-1
51099,opr11dyin_android_productionfluency_010000441,-1,-1,-1
51203,opr11dyin_android_productionfluency_010000442,-1,-1,-1
51308,opr11dyin_android_productionfluency_010000443,-1,-1,-1
51413,opr11dyin_android_productionfluency_010000444,-1,-1,-1
51518,opr11dyin_android_productionfluency_010000445,-1,-1,-1
51623,opr11dyin_android_productionfluency_010000446,-1,-1,-1
51733,opr11dyin_android_productionfluency_010000447,-1,-1,-1
51798,opr11dyin_android_productionfluency_010000448,-1,-1,-1
51862,opr11dyin_android_productionfluency_010000449,-1,-1,-1
51972,opr11dyin_android_productionfluency_010000450,-1,-1,-1
